DATE,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
12/8/2014,Kathmandu,27.7,85.3,0.0,84.18,5.67,55.26,11.77,2.44,17.21,8.26,8.95,8.97,1.25,3.15,0.48,2.68,1.38,2.94,0.6,2.34
12/9/2014,Kathmandu,27.7,85.3,0.0,84.3,5.08,50.56,11.48,0.68,17.7,8.17,9.53,8.52,1.55,3.35,0.72,2.62,1.77,3.19,0.9,2.29
12/10/2014,Kathmandu,27.7,85.3,0.0,84.22,4.01,43.47,10.19,-2.75,16.35,6.75,9.6,6.3,1.68,3.12,1.07,2.05,2.01,3.14,1.42,1.72
12/11/2014,Kathmandu,27.7,85.3,0.0,84.27,3.75,43.78,9.13,-3.51,14.18,6.22,7.96,5.05,1.37,2.04,0.61,1.43,1.64,2.15,1.05,1.11
12/12/2014,Kathmandu,27.7,85.3,0.0,84.36,3.54,39.76,9.7,-4.1,16.02,6.18,9.84,5.21,1.46,2.72,0.56,2.16,1.58,2.35,0.65,1.7
12/13/2014,Kathmandu,27.7,85.3,0.03,84.44,4.16,45.14,10.23,-2.23,16.6,7.12,9.48,6.33,1.79,3.45,0.3,3.15,2.17,3.53,0.49,3.04
12/14/2014,Kathmandu,27.7,85.3,10.52,84.48,7.15,87.18,8.48,5.96,13.55,5.98,7.57,8.08,2.14,2.98,0.83,2.15,3.26,4.45,0.49,3.95
12/15/2014,Kathmandu,27.7,85.3,0.67,84.32,6.49,74.78,9.3,4.19,15.17,5.86,9.31,8.17,1.33,3.12,0.13,2.99,1.61,3.2,0.22,2.98
12/16/2014,Kathmandu,27.7,85.3,8.4,84.31,6.34,82.51,7.5,3.71,11.91,3.45,8.47,6.36,1.58,2.94,0.9,2.04,1.99,2.75,1.4,1.35
12/17/2014,Kathmandu,27.7,85.3,0.0,84.23,4.64,66.21,6.14,-1.01,13.39,1.21,12.19,3.71,2.02,3.53,1.2,2.33,2.2,3.51,1.26,2.26
12/18/2014,Kathmandu,27.7,85.3,0.0,84.47,3.96,52.72,7.22,-2.83,16.26,0.49,15.77,4.45,2.52,3.66,0.96,2.7,2.88,4.47,1.19,3.28
12/19/2014,Kathmandu,27.7,85.3,0.0,84.59,4.53,53.19,9.08,-0.8,15.4,4.27,11.13,5.5,1.6,2.57,0.5,2.08,1.72,2.59,0.75,1.84
12/20/2014,Kathmandu,27.7,85.3,0.0,84.32,4.93,53.63,10.16,0.43,16.29,6.52,9.77,5.81,1.61,3.94,0.71,3.24,1.79,3.68,0.87,2.81
12/21/2014,Kathmandu,27.7,85.3,0.0,84.24,4.81,53.84,9.73,0.2,16.17,6.2,9.97,5.93,1.48,3.66,0.38,3.27,1.6,3.37,0.55,2.82
12/22/2014,Kathmandu,27.7,85.3,0.0,84.22,4.41,50.54,9.37,-0.94,15.25,5.82,9.43,5.53,1.5,3.22,0.51,2.7,1.59,2.81,0.58,2.23
12/23/2014,Kathmandu,27.7,85.3,0.0,84.29,4.46,50.42,9.59,-0.78,15.89,5.93,9.96,5.89,1.49,2.98,0.71,2.27,1.66,2.61,1.02,1.58
12/24/2014,Kathmandu,27.7,85.3,0.0,84.37,4.01,46.94,9.08,-2.38,15.68,5.29,10.39,5.15,1.72,3.34,1.11,2.23,1.93,2.95,1.48,1.47
12/25/2014,Kathmandu,27.7,85.3,0.0,84.29,4.4,50.79,9.28,-1.04,15.78,5.72,10.05,5.32,1.67,3.57,0.7,2.86,1.9,3.26,0.91,2.34
12/26/2014,Kathmandu,27.7,85.3,0.0,84.06,4.2,51.61,8.33,-1.82,15.23,4.65,10.58,4.85,1.6,3.51,0.58,2.93,1.86,3.41,0.84,2.57
12/27/2014,Kathmandu,27.7,85.3,0.0,84.12,3.87,48.32,8.1,-3.07,14.55,4.62,9.93,4.08,1.6,3.75,0.67,3.08,1.69,3.28,0.7,2.58
12/28/2014,Kathmandu,27.7,85.3,0.0,84.34,4.05,50.21,8.23,-2.19,14.92,3.79,11.13,4.67,1.7,3.38,0.73,2.65,1.81,2.88,1.0,1.88
12/29/2014,Kathmandu,27.7,85.3,0.0,84.25,4.01,45.12,9.64,-2.26,15.98,5.94,10.03,5.36,1.67,3.4,0.41,2.99,1.81,3.02,0.56,2.46
12/30/2014,Kathmandu,27.7,85.3,0.0,84.2,3.37,37.23,9.92,-4.78,16.41,5.79,10.62,5.01,1.29,2.31,0.15,2.16,1.33,1.79,0.1,1.69
12/31/2014,Kathmandu,27.7,85.3,0.0,84.36,3.48,35.07,11.35,-4.8,18.12,6.84,11.29,6.32,1.32,1.97,0.17,1.8,1.53,2.39,0.31,2.08
1/1/2015,Kathmandu,27.7,85.3,1.1,84.42,5.09,49.25,11.95,0.99,17.52,8.71,8.81,8.79,1.68,3.41,0.33,3.09,1.86,3.09,0.44,2.65
1/2/2015,Kathmandu,27.7,85.3,2.74,84.5,7.1,72.49,11.12,5.77,15.05,8.71,6.34,9.61,1.17,1.82,0.32,1.5,1.53,3.08,0.34,2.74
1/3/2015,Kathmandu,27.7,85.3,3.92,84.44,7.77,77.65,11.44,7.01,17.69,7.46,10.23,10.79,1.66,4.35,0.24,4.1,2.12,4.22,0.42,3.8
1/4/2015,Kathmandu,27.7,85.3,1.35,84.19,6.5,73.21,9.6,3.95,14.91,5.21,9.7,7.8,1.87,3.4,0.97,2.43,2.34,3.59,1.53,2.05
1/5/2015,Kathmandu,27.7,85.3,0.0,83.9,5.48,69.82,7.76,1.32,15.0,2.15,12.84,5.93,1.73,3.75,0.5,3.24,1.84,3.5,0.67,2.83
1/6/2015,Kathmandu,27.7,85.3,0.0,84.01,5.12,62.98,8.28,0.75,14.52,5.02,9.5,5.46,1.62,3.62,0.65,2.97,1.71,3.09,0.95,2.14
1/7/2015,Kathmandu,27.7,85.3,0.03,83.96,4.9,63.74,7.46,0.39,12.98,4.49,8.49,5.08,1.72,3.54,0.7,2.84,1.82,3.07,1.0,2.06
1/8/2015,Kathmandu,27.7,85.3,0.34,84.07,5.13,69.8,6.81,0.79,11.36,4.09,7.27,4.54,1.43,2.11,0.51,1.6,1.63,2.16,0.53,1.62
1/9/2015,Kathmandu,27.7,85.3,0.0,84.18,3.68,51.05,6.57,-3.73,14.58,1.67,12.91,4.25,2.41,3.73,1.33,2.4,2.64,3.72,1.57,2.15
1/10/2015,Kathmandu,27.7,85.3,0.0,84.19,3.61,48.93,6.9,-3.66,15.5,0.34,15.17,4.59,2.06,3.29,0.74,2.55,2.12,3.08,0.85,2.24
1/11/2015,Kathmandu,27.7,85.3,0.0,84.33,3.84,46.92,8.46,-2.64,16.15,3.12,13.03,5.32,1.95,3.69,0.63,3.06,2.05,3.08,0.9,2.19
1/12/2015,Kathmandu,27.7,85.3,0.0,84.32,3.87,44.76,9.24,-2.5,15.79,5.35,10.44,5.32,1.49,3.29,0.57,2.72,1.46,2.59,0.78,1.81
1/13/2015,Kathmandu,27.7,85.3,0.0,84.29,4.29,48.89,9.47,-1.29,15.92,5.72,10.21,5.84,1.45,3.3,0.61,2.69,1.48,2.64,0.84,1.8
1/14/2015,Kathmandu,27.7,85.3,0.0,84.29,4.63,52.51,9.53,-0.31,16.0,6.04,9.96,6.25,1.56,3.44,0.44,3.0,1.66,2.95,0.36,2.59
1/15/2015,Kathmandu,27.7,85.3,0.0,84.33,4.35,51.98,8.76,-1.43,14.97,5.32,9.65,5.79,1.59,3.44,0.79,2.64,1.76,3.07,0.98,2.09
1/16/2015,Kathmandu,27.7,85.3,0.0,84.31,3.98,49.87,8.07,-2.65,14.52,3.76,10.76,5.41,1.67,2.9,0.49,2.41,1.84,2.52,0.63,1.88
1/17/2015,Kathmandu,27.7,85.3,0.0,84.23,3.83,52.08,6.88,-3.23,14.25,1.53,12.71,4.83,2.31,4.17,1.33,2.84,2.5,3.64,1.04,2.6
1/18/2015,Kathmandu,27.7,85.3,0.0,84.17,3.79,51.95,6.73,-3.21,14.33,0.57,13.75,4.74,2.15,4.16,1.08,3.08,2.29,3.53,1.08,2.45
1/19/2015,Kathmandu,27.7,85.3,0.0,84.26,3.89,50.57,7.54,-2.64,14.69,3.19,11.49,4.99,2.18,4.55,1.15,3.4,2.35,3.99,1.38,2.61
1/20/2015,Kathmandu,27.7,85.3,0.0,84.44,3.72,48.29,7.58,-3.16,14.68,2.26,12.42,5.08,2.04,4.12,0.78,3.34,2.13,3.68,0.95,2.73
1/21/2015,Kathmandu,27.7,85.3,0.0,84.68,3.6,41.59,9.35,-3.64,16.1,5.42,10.67,5.73,1.72,3.68,0.65,3.03,1.79,3.05,0.88,2.18
1/22/2015,Kathmandu,27.7,85.3,0.0,84.55,3.74,41.05,10.08,-3.16,16.8,6.21,10.59,6.46,1.74,3.67,0.67,3.0,1.82,3.11,0.95,2.16
1/23/2015,Kathmandu,27.7,85.3,0.42,84.32,4.95,55.58,9.7,0.75,15.4,6.29,9.11,7.92,1.92,4.07,0.45,3.62,2.24,3.88,0.74,3.15
1/24/2015,Kathmandu,27.7,85.3,0.01,84.31,4.41,50.64,9.35,-1.34,16.11,4.62,11.49,6.81,2.27,4.62,1.09,3.53,2.65,4.57,1.4,3.17
1/25/2015,Kathmandu,27.7,85.3,0.0,84.46,4.3,48.14,9.78,-1.66,16.62,5.42,11.2,6.92,1.94,4.16,0.83,3.34,2.16,3.81,1.14,2.67
1/26/2015,Kathmandu,27.7,85.3,0.01,84.43,4.36,48.04,10.0,-1.09,16.85,6.32,10.53,8.18,1.89,4.91,0.7,4.2,2.17,4.66,1.02,3.64
1/27/2015,Kathmandu,27.7,85.3,0.07,84.31,5.93,70.38,8.86,3.18,12.7,5.65,7.05,7.64,1.23,2.32,0.28,2.04,1.42,2.35,0.1,2.25
1/28/2015,Kathmandu,27.7,85.3,0.01,84.18,4.69,53.52,9.41,-0.32,15.8,5.67,10.12,7.58,1.92,4.04,0.89,3.15,2.17,4.03,1.2,2.83
1/29/2015,Kathmandu,27.7,85.3,0.0,84.24,4.58,55.83,8.48,-0.9,14.96,3.82,11.14,7.47,1.83,4.73,0.36,4.36,2.02,4.56,0.58,3.99
1/30/2015,Kathmandu,27.7,85.3,0.0,84.15,4.24,59.22,6.44,-1.64,12.63,1.99,10.64,5.62,2.2,5.15,0.88,4.27,2.4,4.73,1.11,3.63
1/31/2015,Kathmandu,27.7,85.3,0.0,84.17,3.37,45.83,6.86,-4.5,14.22,1.15,13.07,5.15,1.96,4.94,0.55,4.39,1.96,4.36,0.78,3.58
2/1/2015,Kathmandu,27.7,85.3,0.0,84.29,3.63,47.45,7.45,-3.34,14.43,2.36,12.07,5.58,2.14,4.42,0.99,3.43,2.22,3.69,1.17,2.52
2/2/2015,Kathmandu,27.7,85.3,0.01,84.52,4.12,46.61,9.62,-1.64,16.51,4.69,11.83,7.49,2.01,3.95,0.76,3.19,2.1,3.35,1.09,2.26
2/3/2015,Kathmandu,27.7,85.3,0.43,84.73,4.39,44.75,11.21,-0.71,18.3,6.13,12.16,9.06,2.03,3.6,1.02,2.58,2.31,3.51,1.44,2.07
2/4/2015,Kathmandu,27.7,85.3,0.55,84.5,5.24,54.23,10.95,1.62,17.37,7.2,10.16,9.56,2.51,5.07,1.05,4.02,3.01,5.13,1.47,3.66
2/5/2015,Kathmandu,27.7,85.3,0.01,84.37,4.84,52.25,10.28,0.41,16.98,6.46,10.52,8.38,1.89,4.22,0.59,3.63,1.93,3.54,0.56,2.98
2/6/2015,Kathmandu,27.7,85.3,0.0,84.34,4.71,52.82,9.72,0.0,16.75,4.6,12.15,8.03,2.11,4.56,1.11,3.44,2.28,3.96,1.33,2.63
2/7/2015,Kathmandu,27.7,85.3,0.0,84.28,4.29,46.23,10.29,-1.22,17.02,6.37,10.65,7.98,2.2,4.8,0.81,4.0,2.43,4.49,1.05,3.44
2/8/2015,Kathmandu,27.7,85.3,0.0,84.31,4.15,43.89,10.59,-1.92,17.26,6.73,10.53,8.23,2.21,5.22,1.15,4.07,2.49,5.05,1.46,3.59
2/9/2015,Kathmandu,27.7,85.3,0.0,84.39,4.11,43.97,10.42,-1.81,16.91,6.09,10.82,8.53,2.14,4.2,0.79,3.4,2.38,3.86,0.97,2.9
2/10/2015,Kathmandu,27.7,85.3,0.0,84.39,4.11,44.09,10.39,-1.84,16.95,5.75,11.19,8.17,2.26,4.63,1.07,3.56,2.45,4.2,1.39,2.81
2/11/2015,Kathmandu,27.7,85.3,0.0,84.26,3.86,41.8,10.22,-2.56,17.17,5.23,11.93,8.27,2.16,5.13,0.7,4.43,2.19,4.54,0.65,3.9
2/12/2015,Kathmandu,27.7,85.3,0.0,84.08,4.01,44.42,9.88,-1.9,16.03,6.31,9.72,8.3,2.08,4.6,0.58,4.02,2.17,3.91,0.82,3.09
2/13/2015,Kathmandu,27.7,85.3,0.0,83.9,4.36,48.11,9.88,-0.96,16.27,5.55,10.73,8.13,2.45,5.74,0.81,4.94,2.67,5.44,1.12,4.32
2/14/2015,Kathmandu,27.7,85.3,0.0,83.91,4.03,44.1,10.03,-1.99,16.16,5.81,10.35,8.25,1.91,4.63,0.47,4.16,1.88,3.85,0.66,3.2
2/15/2015,Kathmandu,27.7,85.3,0.0,84.06,4.64,50.37,10.15,-0.01,15.89,5.92,9.97,8.88,2.02,4.13,0.24,3.9,2.12,3.51,0.32,3.2
2/16/2015,Kathmandu,27.7,85.3,0.0,84.29,4.87,48.17,11.58,0.28,18.72,6.38,12.34,9.94,2.08,4.52,0.93,3.59,2.21,3.91,1.1,2.81
2/17/2015,Kathmandu,27.7,85.3,0.16,84.15,5.86,57.66,11.63,3.18,16.87,8.08,8.79,10.23,1.85,3.75,0.39,3.36,1.92,3.08,0.47,2.6
2/18/2015,Kathmandu,27.7,85.3,2.42,84.05,6.42,64.43,11.31,4.46,16.64,6.6,10.04,10.66,1.79,3.64,0.42,3.22,1.95,3.18,0.51,2.67
2/19/2015,Kathmandu,27.7,85.3,4.02,84.13,6.34,63.37,11.39,4.23,16.65,7.83,8.82,10.26,1.74,3.67,0.52,3.15,1.88,3.53,0.57,2.96
2/20/2015,Kathmandu,27.7,85.3,0.0,84.2,5.67,55.37,11.76,2.46,18.43,6.74,11.69,10.24,2.35,4.98,1.03,3.95,2.49,4.42,1.39,3.02
2/21/2015,Kathmandu,27.7,85.3,0.05,84.11,6.0,54.24,12.91,3.4,19.13,8.52,10.62,11.43,2.52,5.34,0.58,4.77,2.85,5.2,0.71,4.48
2/22/2015,Kathmandu,27.7,85.3,0.41,84.13,5.23,43.27,14.28,1.18,21.81,8.43,13.38,12.2,2.43,5.14,0.63,4.51,2.55,4.73,0.76,3.97
2/23/2015,Kathmandu,27.7,85.3,0.02,84.31,5.49,43.94,14.83,2.03,21.12,9.72,11.4,12.71,2.11,4.68,0.43,4.24,2.1,3.96,0.22,3.73
2/24/2015,Kathmandu,27.7,85.3,0.0,84.2,6.38,48.78,15.5,4.27,22.14,10.99,11.15,14.03,2.13,4.98,0.5,4.48,2.18,4.33,0.74,3.59
2/25/2015,Kathmandu,27.7,85.3,0.0,84.03,6.56,51.22,15.15,4.66,21.32,11.66,9.66,13.36,2.08,4.89,0.65,4.24,2.35,4.8,0.72,4.08
2/26/2015,Kathmandu,27.7,85.3,0.42,83.94,6.3,55.24,13.35,3.97,18.06,9.02,9.04,12.5,1.72,3.71,0.2,3.51,2.05,4.65,0.44,4.21
2/27/2015,Kathmandu,27.7,85.3,0.31,84.01,6.11,51.03,14.11,3.67,20.8,8.81,11.98,14.09,2.45,5.06,0.9,4.16,2.81,4.9,1.28,3.62
2/28/2015,Kathmandu,27.7,85.3,0.01,84.19,5.09,41.19,14.62,1.07,21.4,9.02,12.38,13.93,2.23,3.73,1.16,2.57,2.6,3.61,1.6,2.01
3/1/2015,Kathmandu,27.7,85.3,7.56,84.37,6.47,60.64,12.39,4.28,16.31,9.37,6.94,11.04,2.18,2.9,1.54,1.36,3.22,4.7,1.91,2.79
3/2/2015,Kathmandu,27.7,85.3,17.75,84.38,7.25,80.99,9.76,6.12,12.39,7.09,5.3,8.69,1.84,2.73,0.91,1.81,2.86,4.9,1.39,3.51
3/3/2015,Kathmandu,27.7,85.3,2.3,83.97,6.6,69.56,10.55,4.34,16.12,6.35,9.77,9.38,2.23,4.24,0.51,3.72,2.49,4.24,0.75,3.49
3/4/2015,Kathmandu,27.7,85.3,0.47,83.83,6.59,71.67,10.06,4.55,14.73,6.48,8.25,10.29,2.12,4.69,0.38,4.31,2.46,4.55,0.63,3.92
3/5/2015,Kathmandu,27.7,85.3,0.0,84.05,4.89,53.53,10.03,0.6,17.37,3.89,13.48,9.36,2.46,4.91,1.08,3.84,2.73,4.68,1.61,3.07
3/6/2015,Kathmandu,27.7,85.3,0.0,84.15,4.93,51.23,10.81,0.55,17.84,4.81,13.03,10.16,2.59,4.74,1.32,3.43,2.89,4.54,1.58,2.96
3/7/2015,Kathmandu,27.7,85.3,0.0,84.12,5.16,50.62,11.68,1.27,18.76,5.81,12.94,10.91,2.34,4.55,0.94,3.61,2.5,3.98,1.03,2.95
3/8/2015,Kathmandu,27.7,85.3,0.0,84.31,4.4,39.4,13.1,-0.91,20.35,7.94,12.41,11.46,2.25,4.35,1.06,3.29,2.43,3.91,1.5,2.41
3/9/2015,Kathmandu,27.7,85.3,0.0,84.48,3.9,33.35,13.85,-2.76,22.0,7.1,14.9,12.09,2.69,4.33,1.54,2.79,3.18,4.41,2.23,2.18
3/10/2015,Kathmandu,27.7,85.3,0.0,84.39,3.8,32.59,13.79,-2.86,21.85,6.56,15.29,12.21,3.01,5.64,1.38,4.26,3.46,5.63,1.77,3.85
3/11/2015,Kathmandu,27.7,85.3,0.0,84.4,4.56,38.1,14.2,-0.52,22.22,7.02,15.2,13.01,2.61,4.9,1.55,3.34,2.82,4.36,1.84,2.53
3/12/2015,Kathmandu,27.7,85.3,0.0,84.39,4.88,37.99,15.3,0.65,23.03,9.55,13.48,14.05,2.75,5.53,1.25,4.28,3.03,5.02,1.52,3.5
3/13/2015,Kathmandu,27.7,85.3,0.06,84.21,4.9,36.76,15.82,0.76,22.89,11.16,11.73,14.45,2.41,4.89,0.52,4.37,2.68,4.86,0.79,4.07
3/14/2015,Kathmandu,27.7,85.3,3.54,84.32,6.13,48.16,15.11,3.55,22.04,10.88,11.16,14.05,2.68,5.67,1.2,4.46,3.13,5.61,1.68,3.94
3/15/2015,Kathmandu,27.7,85.3,0.63,84.44,6.11,47.44,15.33,3.56,21.95,10.2,11.75,15.12,2.42,4.19,1.37,2.82,2.95,4.42,1.8,2.62
3/16/2015,Kathmandu,27.7,85.3,0.9,84.48,7.14,60.09,14.06,5.99,21.17,9.29,11.88,14.71,2.7,5.79,0.76,5.03,3.16,5.65,0.71,4.94
3/17/2015,Kathmandu,27.7,85.3,0.04,84.17,5.81,46.81,14.7,2.64,21.58,9.29,12.29,14.59,2.8,5.3,0.48,4.82,3.13,5.15,0.75,4.4
3/18/2015,Kathmandu,27.7,85.3,1.11,83.98,6.34,54.54,13.65,4.1,19.06,9.06,10.0,13.32,2.15,4.45,0.7,3.75,2.43,4.37,0.92,3.45
3/19/2015,Kathmandu,27.7,85.3,0.07,84.13,5.57,48.07,13.62,2.18,20.68,7.39,13.29,13.34,2.51,5.21,0.44,4.77,2.68,4.86,0.6,4.27
3/20/2015,Kathmandu,27.7,85.3,0.0,84.31,6.21,47.49,15.54,3.7,22.6,10.51,12.08,15.14,2.45,5.22,1.11,4.11,2.58,4.61,1.12,3.49
3/21/2015,Kathmandu,27.7,85.3,0.0,84.3,6.55,48.52,16.03,4.84,22.87,10.79,12.09,15.75,2.54,4.85,1.37,3.48,2.71,4.3,1.48,2.82
3/22/2015,Kathmandu,27.7,85.3,0.1,84.15,6.46,43.55,17.48,4.46,24.36,12.26,12.11,16.84,2.35,4.55,0.57,3.98,2.45,4.16,0.84,3.33
3/23/2015,Kathmandu,27.7,85.3,5.37,84.0,7.43,49.49,17.63,6.38,24.16,12.69,11.47,16.78,2.26,4.51,0.59,3.92,2.4,3.84,0.66,3.18
3/24/2015,Kathmandu,27.7,85.3,0.82,84.16,7.48,49.04,17.91,6.49,24.46,12.14,12.32,17.19,2.37,5.1,0.67,4.43,2.46,4.4,0.87,3.53
3/25/2015,Kathmandu,27.7,85.3,0.48,84.32,8.06,50.32,18.72,7.64,25.08,13.34,11.74,18.45,2.23,4.34,0.26,4.08,2.35,3.93,0.3,3.62
3/26/2015,Kathmandu,27.7,85.3,9.38,84.44,9.58,64.53,17.52,10.34,22.21,14.55,7.66,17.55,1.78,3.5,0.7,2.8,2.04,2.84,0.88,1.96
3/27/2015,Kathmandu,27.7,85.3,12.18,84.41,10.0,73.21,16.19,10.97,20.21,13.38,6.83,15.71,1.6,2.7,0.63,2.07,2.09,2.98,0.8,2.18
3/28/2015,Kathmandu,27.7,85.3,0.63,84.22,9.5,64.6,17.33,9.89,23.41,11.82,11.59,17.29,2.17,4.67,0.05,4.62,2.2,3.94,0.15,3.78
3/29/2015,Kathmandu,27.7,85.3,0.1,84.19,9.5,60.19,18.44,10.15,23.7,13.6,10.1,19.01,1.85,3.67,0.64,3.04,1.87,3.42,0.76,2.65
3/30/2015,Kathmandu,27.7,85.3,12.57,84.17,9.51,72.25,15.58,9.98,19.01,11.54,7.47,15.63,1.36,2.1,0.34,1.77,1.78,2.61,0.91,1.7
3/31/2015,Kathmandu,27.7,85.3,0.28,84.02,8.11,64.22,14.92,7.68,20.86,9.67,11.19,15.56,2.33,5.0,0.42,4.57,2.5,4.41,0.55,3.85
4/1/2015,Kathmandu,27.7,85.3,0.09,83.89,8.39,60.11,16.45,8.3,22.37,11.53,10.84,16.67,2.42,5.17,0.87,4.3,2.7,5.02,1.2,3.82
4/2/2015,Kathmandu,27.7,85.3,1.71,83.67,8.7,60.55,16.86,8.77,22.35,11.68,10.68,17.26,2.67,5.6,0.8,4.8,3.17,6.09,0.78,5.31
4/3/2015,Kathmandu,27.7,85.3,2.01,83.57,8.04,51.57,18.14,7.62,25.24,12.44,12.8,18.34,2.82,6.2,1.1,5.11,3.38,6.51,1.4,5.12
4/4/2015,Kathmandu,27.7,85.3,1.99,83.57,7.75,52.29,17.34,7.02,23.51,11.84,11.67,17.54,2.3,5.32,0.67,4.65,2.78,5.24,0.85,4.39
4/5/2015,Kathmandu,27.7,85.3,1.41,83.73,7.07,49.17,16.9,5.84,22.35,12.44,9.91,17.27,2.29,4.93,0.33,4.6,2.48,4.54,0.55,3.99
4/6/2015,Kathmandu,27.7,85.3,0.02,83.84,6.88,48.45,16.73,5.36,23.12,10.11,13.02,17.14,2.42,5.18,0.32,4.87,2.55,4.76,0.43,4.33
4/7/2015,Kathmandu,27.7,85.3,0.01,84.06,6.86,46.58,17.34,5.13,23.85,9.68,14.17,18.02,2.49,4.39,0.73,3.66,2.73,3.93,1.13,2.8
4/8/2015,Kathmandu,27.7,85.3,0.0,84.07,6.94,46.11,17.69,5.62,23.74,12.83,10.91,18.43,1.98,4.68,0.3,4.38,2.19,4.36,0.44,3.91
4/9/2015,Kathmandu,27.7,85.3,0.0,83.92,6.0,40.8,17.31,3.55,24.01,11.49,12.52,17.46,2.4,5.06,0.61,4.46,2.45,4.65,0.94,3.71
4/10/2015,Kathmandu,27.7,85.3,0.0,83.94,6.78,43.01,18.42,5.34,25.1,12.55,12.55,18.76,2.66,5.22,0.59,4.63,2.86,4.84,1.02,3.82
4/11/2015,Kathmandu,27.7,85.3,0.03,84.13,6.1,37.49,18.96,3.9,25.86,12.6,13.26,18.86,2.55,4.98,0.57,4.41,2.63,4.69,0.67,4.02
4/12/2015,Kathmandu,27.7,85.3,1.48,84.41,5.98,39.48,17.87,3.49,25.14,11.23,13.91,17.95,2.47,4.46,0.71,3.75,2.66,4.0,0.65,3.35
4/13/2015,Kathmandu,27.7,85.3,8.56,84.45,7.73,55.22,16.61,7.08,21.71,13.59,8.12,16.36,1.81,4.27,0.23,4.03,1.94,3.96,0.31,3.64
4/14/2015,Kathmandu,27.7,85.3,0.13,84.36,9.0,64.77,16.47,9.39,20.46,13.31,7.15,16.39,1.53,3.07,0.36,2.71,1.69,2.82,0.65,2.17
4/15/2015,Kathmandu,27.7,85.3,1.02,84.39,8.83,58.48,17.78,9.09,22.89,13.55,9.34,17.91,1.84,3.72,0.58,3.14,2.08,3.47,1.04,2.43
4/16/2015,Kathmandu,27.7,85.3,1.05,84.37,8.91,57.39,18.22,9.29,24.62,12.83,11.78,19.3,2.33,5.05,0.49,4.56,2.66,4.83,0.57,4.26
4/17/2015,Kathmandu,27.7,85.3,4.59,83.94,9.5,64.95,17.2,10.18,21.3,13.58,7.72,17.96,2.11,4.22,0.32,3.89,2.31,4.11,0.64,3.48
4/18/2015,Kathmandu,27.7,85.3,5.91,83.64,9.6,69.1,16.32,10.13,20.25,12.26,7.99,16.57,2.05,3.97,0.49,3.48,2.54,3.87,0.57,3.3
4/19/2015,Kathmandu,27.7,85.3,0.07,83.9,8.14,46.49,20.07,7.77,26.89,13.75,13.14,19.96,2.43,4.83,0.86,3.97,2.49,4.2,0.71,3.49
4/20/2015,Kathmandu,27.7,85.3,0.36,84.12,8.75,49.03,20.42,9.02,26.75,14.73,12.03,20.9,2.53,5.18,0.26,4.91,2.62,4.43,0.35,4.07
4/21/2015,Kathmandu,27.7,85.3,3.75,83.79,8.78,47.41,20.96,8.95,27.46,14.67,12.79,21.2,3.09,6.01,1.36,4.65,3.6,5.98,1.73,4.25
4/22/2015,Kathmandu,27.7,85.3,6.72,83.67,8.0,44.09,20.61,7.64,26.42,16.06,10.36,20.17,2.08,5.02,0.29,4.73,2.22,4.67,0.35,4.31
4/23/2015,Kathmandu,27.7,85.3,0.33,83.89,5.78,33.88,19.67,2.98,26.27,13.45,12.82,19.39,2.28,3.84,1.1,2.74,2.43,3.47,1.49,1.98
4/24/2015,Kathmandu,27.7,85.3,0.91,84.03,6.94,41.58,19.35,5.33,25.42,13.85,11.57,19.6,2.32,4.46,0.68,3.78,2.56,4.08,1.18,2.9
4/25/2015,Kathmandu,27.7,85.3,0.74,84.16,9.96,76.95,15.3,10.82,17.71,12.52,5.19,16.0,2.02,3.98,0.79,3.19,2.29,3.8,1.41,2.39
4/26/2015,Kathmandu,27.7,85.3,1.3,84.21,8.72,63.12,16.35,8.99,21.54,11.61,9.94,18.04,2.1,4.07,0.81,3.26,2.27,3.5,1.16,2.34
4/27/2015,Kathmandu,27.7,85.3,2.91,84.14,9.85,66.15,17.5,10.75,22.12,12.88,9.24,18.74,2.09,4.47,0.49,3.98,2.03,3.59,0.91,2.68
4/28/2015,Kathmandu,27.7,85.3,8.18,84.0,10.89,74.03,17.27,12.23,21.3,13.92,7.38,18.05,2.33,5.09,0.66,4.44,2.53,4.89,1.01,3.88
4/29/2015,Kathmandu,27.7,85.3,8.76,83.94,10.27,72.9,16.6,11.3,20.21,12.75,7.45,16.97,2.29,4.52,0.96,3.56,2.5,4.26,1.48,2.78
4/30/2015,Kathmandu,27.7,85.3,4.46,84.02,10.35,69.71,17.43,11.47,22.28,12.75,9.53,18.16,2.1,4.46,0.53,3.92,2.2,4.0,0.75,3.24
5/1/2015,Kathmandu,27.7,85.3,1.39,83.91,9.6,56.05,19.7,10.33,25.59,13.89,11.7,20.51,2.35,4.58,0.69,3.89,2.55,4.48,0.71,3.77
5/2/2015,Kathmandu,27.7,85.3,1.48,83.93,7.96,46.11,19.85,7.45,26.3,12.55,13.75,20.22,2.38,4.5,0.3,4.2,2.54,4.17,0.42,3.75
